	Locus	prob	log10(PO)	qval	alpha	fst
808	Locus_808	0.0086017	-2.0617	0.98524	-0.00060909	0.0081328
809	Locus_809	0.0078016	-2.1044	0.98634	-0.0021114	0.0080955
810	Locus_810	0.010802	-1.9618	0.97379	-0.0043108	0.0080906
811	Locus_811	0.009802	-2.0044	0.98143	-0.0045726	0.0080887
812	Locus_812	0.030006	-1.5096	0.67597	0.039395	0.0088749
813	Locus_813	0.0094019	-2.0227	0.98313	-0.0029634	0.0081112
814	Locus_814	0.0078016	-2.1044	0.98634	-0.00087717	0.0081057
815	Locus_815	0.0080016	-2.0933	0.98615	-0.0028496	0.0080955
816	Locus_816	0.009802	-2.0044	0.98143	0.0052325	0.0082239
817	Locus_817	0.010202	-1.9869	0.97909	-0.0026766	0.008113
818	Locus_818	0.011802	-1.9229	0.95756	-0.003267	0.0080982
819	Locus_819	0.011402	-1.938	0.96541	-0.0017908	0.0081432
820	Locus_820	0.010002	-1.9955	0.98046	-0.0032888	0.0081064
821	Locus_821	0.0086017	-2.0617	0.98524	0.00164	0.008153
822	Locus_822	0.0094019	-2.0227	0.98313	-0.0036524	0.0080942
823	Locus_823	0.011002	-1.9537	0.97113	0.0014622	0.0081893
824	Locus_824	0.028806	-1.5278	0.69518	0.033217	0.0087574
825	Locus_825	0.010402	-1.9783	0.97742	-0.0034298	0.0081029
826	Locus_826	0.012603	-1.894	0.9404	0.00011311	0.0081563
827	Locus_827	0.0086017	-2.0617	0.98524	-0.0031821	0.0080977
828	Locus_828	0.0088018	-2.0516	0.9848	-0.0022953	0.0080966
829	Locus_829	0.012002	-1.9155	0.95318	-0.0026118	0.0081147
830	Locus_830	0.010402	-1.9783	0.97742	-0.00057999	0.0081413
831	Locus_831	0.010402	-1.9783	0.97742	0.00069751	0.0081461
832	Locus_832	0.0088018	-2.0516	0.9848	-0.0026272	0.0081038
833	Locus_833	0.012402	-1.9011	0.94402	-0.003731	0.0080996
834	Locus_834	0.0082016	-2.0825	0.98589	-0.0030866	0.0080972
835	Locus_835	0.010002	-1.9955	0.98046	-0.0016879	0.0081141
836	Locus_836	0.0084017	-2.072	0.98559	-0.0034927	0.0081059
837	Locus_837	0.012202	-1.9082	0.94901	0.0058825	0.0082356
838	Locus_838	0.010002	-1.9955	0.98046	-0.0037333	0.008095
839	Locus_839	0.0096019	-2.0135	0.98232	-0.0054971	0.0080826
840	Locus_840	0.0072014	-2.1394	0.98673	-0.0022989	0.0081066
841	Locus_841	0.0086017	-2.0617	0.98524	-0.0007728	0.0081189
842	Locus_842	0.0080016	-2.0933	0.98615	0.0026646	0.0081628
843	Locus_843	0.0076015	-2.1158	0.9865	-0.00029898	0.0081197
844	Locus_844	0.009802	-2.0044	0.98143	-0.00074795	0.0081294
845	Locus_845	0.0092018	-2.0321	0.98375	-0.0012787	0.0081298
846	Locus_846	0.0092018	-2.0321	0.98375	-0.0011092	0.0081173
847	Locus_847	0.0086017	-2.0617	0.98524	-0.0007913	0.0081166
848	Locus_848	0.0082016	-2.0825	0.98589	-0.0017656	0.0081346
849	Locus_849	0.0066013	-2.1775	0.98687	-0.00098072	0.0080998
850	Locus_850	0.010802	-1.9618	0.97379	0.007097	0.0082532
851	Locus_851	0.012603	-1.894	0.9404	0.001024	0.0081656
852	Locus_852	0.0086017	-2.0617	0.98524	-0.00047174	0.0081154
853	Locus_853	0.0090018	-2.0417	0.98432	-0.0022977	0.0081019
854	Locus_854	0.0096019	-2.0135	0.98232	0.0046636	0.0082032
855	Locus_855	0.011202	-1.9458	0.96841	-0.0013974	0.008112
856	Locus_856	0.0094019	-2.0227	0.98313	-0.0003078	0.0081277
857	Locus_857	0.010202	-1.9869	0.97909	-0.0061212	0.0080947
858	Locus_858	0.0084017	-2.072	0.98559	-0.0011312	0.0081102
859	Locus_859	0.0084017	-2.072	0.98559	-0.0025396	0.0081055
860	Locus_860	0.0092018	-2.0321	0.98375	0.0012552	0.0081562
861	Locus_861	0.0054011	-2.2652	0.98698	-0.0012406	0.0081116
862	Locus_862	0.005001	-2.2988	0.98699	0.0005031	0.008123
863	Locus_863	0.011402	-1.938	0.96541	-0.0032238	0.0081084
864	Locus_864	0.009802	-2.0044	0.98143	0.0020376	0.0081531
865	Locus_865	0.0092018	-2.0321	0.98375	0.0033073	0.0081649
866	Locus_866	0.010202	-1.9869	0.97909	-0.003738	0.0080935
867	Locus_867	0.0092018	-2.0321	0.98375	-0.0043798	0.0080894
868	Locus_868	0.0080016	-2.0933	0.98615	-0.0016441	0.0081157
869	Locus_869	0.010402	-1.9783	0.97742	-0.0049014	0.0080882
870	Locus_870	0.0088018	-2.0516	0.9848	0.00068012	0.0081453
871	Locus_871	0.0092018	-2.0321	0.98375	-0.0055131	0.0080862
872	Locus_872	0.009802	-2.0044	0.98143	-0.0030547	0.0080974
873	Locus_873	0.011002	-1.9537	0.97113	-0.000935	0.0081215
874	Locus_874	0.010202	-1.9869	0.97909	-0.0028199	0.0081067
875	Locus_875	0.011202	-1.9458	0.96841	0.0069182	0.0082347
876	Locus_876	0.0094019	-2.0227	0.98313	-0.0066146	0.0080742
877	Locus_877	0.018404	-1.727	0.83178	0.018174	0.0084836
878	Locus_878	0.0092018	-2.0321	0.98375	0.00048048	0.0081309
879	Locus_879	0.0090018	-2.0417	0.98432	-0.00033974	0.0081399
880	Locus_880	0.0078016	-2.1044	0.98634	-0.0010434	0.0081326
881	Locus_881	0.0076015	-2.1158	0.9865	-0.0030068	0.0080882
882	Locus_882	0.0082016	-2.0825	0.98589	-0.0002487	0.0081242
883	Locus_883	0.010002	-1.9955	0.98046	-0.0034833	0.0080921
884	Locus_884	0.009802	-2.0044	0.98143	0.00066711	0.0081342
885	Locus_885	0.010002	-1.9955	0.98046	0.003295	0.0081754
886	Locus_886	0.0072014	-2.1394	0.98673	0.00018044	0.0081332
887	Locus_887	0.0090018	-2.0417	0.98432	-0.00015777	0.0081254
888	Locus_888	0.0080016	-2.0933	0.98615	4.62E-05	0.0081295
889	Locus_889	0.010602	-1.97	0.97573	-0.00068799	0.0081234
890	Locus_890	0.0076015	-2.1158	0.9865	0.0040716	0.0081848
891	Locus_891	0.0086017	-2.0617	0.98524	0.0022443	0.0081519
892	Locus_892	0.009802	-2.0044	0.98143	0.00073304	0.0081399
893	Locus_893	0.0088018	-2.0516	0.9848	-0.00051681	0.0081209
894	Locus_894	0.0064013	-2.1909	0.98691	-0.0023926	0.008104
895	Locus_895	0.009802	-2.0044	0.98143	-0.001515	0.0081248
896	Locus_896	0.010202	-1.9869	0.97909	0.001738	0.0081643
897	Locus_897	0.0092018	-2.0321	0.98375	-0.00018748	0.0081286
898	Locus_898	0.010002	-1.9955	0.98046	0.001915	0.0081693
899	Locus_899	0.0084017	-2.072	0.98559	0.00036606	0.0081414
900	Locus_900	0.0080016	-2.0933	0.98615	-0.0010032	0.0081077
901	Locus_901	0.019604	-1.6991	0.81902	0.015675	0.0083674
902	Locus_902	0.0082016	-2.0825	0.98589	0.0019195	0.0081542
903	Locus_903	0.0088018	-2.0516	0.9848	-0.0019723	0.008108
904	Locus_904	0.0086017	-2.0617	0.98524	-0.0004373	0.0081252
905	Locus_905	0.009802	-2.0044	0.98143	0.0027573	0.0081719
906	Locus_906	0.0082016	-2.0825	0.98589	-0.0021587	0.0081068
907	Locus_907	0.010202	-1.9869	0.97909	-0.0012948	0.0081115
908	Locus_908	0.010002	-1.9955	0.98046	-0.004027	0.008096
909	Locus_909	0.010002	-1.9955	0.98046	0.0049818	0.008195
910	Locus_910	0.010202	-1.9869	0.97909	-0.0023477	0.008111
911	Locus_911	0.0056011	-2.2493	0.98697	-0.001973	0.0080981
912	Locus_912	0.0082016	-2.0825	0.98589	-0.0027809	0.0080977
913	Locus_913	0.0090018	-2.0417	0.98432	0.00019658	0.0081354
914	Locus_914	0.0092018	-2.0321	0.98375	0.0044354	0.0081959
915	Locus_915	0.010602	-1.97	0.97573	-0.0024196	0.0080992
916	Locus_916	0.0092018	-2.0321	0.98375	-0.001764	0.0081122
917	Locus_917	0.0092018	-2.0321	0.98375	0.00046818	0.0081576
918	Locus_918	0.0090018	-2.0417	0.98432	-0.0026173	0.0081027
919	Locus_919	0.0094019	-2.0227	0.98313	0.0033708	0.008169
920	Locus_920	0.010602	-1.97	0.97573	-0.00048163	0.0081269
921	Locus_921	0.011202	-1.9458	0.96841	0.0076491	0.0082272
922	Locus_922	0.010202	-1.9869	0.97909	0.004601	0.0082009
923	Locus_923	0.0080016	-2.0933	0.98615	-0.0011813	0.0081181
924	Locus_924	0.0094019	-2.0227	0.98313	-0.0034281	0.0080946
925	Locus_925	0.010202	-1.9869	0.97909	0.0013743	0.0081476
926	Locus_926	0.0070014	-2.1518	0.98678	-0.0020725	0.0081051
927	Locus_927	0.0090018	-2.0417	0.98432	0.0024455	0.0081559
928	Locus_928	0.012402	-1.9011	0.94402	-0.00095733	0.0081456
929	Locus_929	0.0082016	-2.0825	0.98589	0.00076866	0.0081327
930	Locus_930	0.0092018	-2.0321	0.98375	-0.0024851	0.0081067
931	Locus_931	0.014603	-1.8292	0.89307	0.00764	0.0082717
932	Locus_932	0.010602	-1.97	0.97573	-0.0038504	0.008103
933	Locus_933	0.0080016	-2.0933	0.98615	-0.002266	0.0081107
934	Locus_934	0.010202	-1.9869	0.97909	-0.0044245	0.0080923
935	Locus_935	0.011402	-1.938	0.96541	-0.004101	0.0081015
936	Locus_936	0.0076015	-2.1158	0.9865	-0.0029262	0.0081059
937	Locus_937	0.010802	-1.9618	0.97379	0.0030323	0.0081706
938	Locus_938	0.0084017	-2.072	0.98559	-0.0041834	0.0080998
939	Locus_939	0.0078016	-2.1044	0.98634	-0.0041327	0.0080931
940	Locus_940	0.0092018	-2.0321	0.98375	-0.0038884	0.0080869
941	Locus_941	0.0088018	-2.0516	0.9848	-0.0049572	0.0080934
942	Locus_942	0.010802	-1.9618	0.97379	0.0036293	0.0081696
943	Locus_943	0.0088018	-2.0516	0.9848	0.0016675	0.0081458
944	Locus_944	0.0082016	-2.0825	0.98589	-0.0031399	0.0080979
945	Locus_945	0.0094019	-2.0227	0.98313	-0.00084477	0.0081366
946	Locus_946	0.0072014	-2.1394	0.98673	-0.0013573	0.0081102
947	Locus_947	0.0094019	-2.0227	0.98313	-0.0016368	0.0081039
948	Locus_948	0.010002	-1.9955	0.98046	0.00015188	0.0081335
949	Locus_949	0.011602	-1.9304	0.96165	-0.0026168	0.0081044
950	Locus_950	0.0082016	-2.0825	0.98589	0.0013967	0.008138
951	Locus_951	0.011202	-1.9458	0.96841	0.0022687	0.0081578
952	Locus_952	0.0074015	-2.1275	0.98663	-0.0016252	0.0081067
953	Locus_953	0.011202	-1.9458	0.96841	-0.0042844	0.0081022
954	Locus_954	0.0078016	-2.1044	0.98634	3.32E-05	0.0081334
955	Locus_955	0.013003	-1.8803	0.93037	-2.65E-05	0.0081478
956	Locus_956	0.010002	-1.9955	0.98046	0.0029284	0.0081757
957	Locus_957	0.011402	-1.938	0.96541	-0.0065879	0.00808
958	Locus_958	0.012603	-1.894	0.9404	0.0014051	0.0081678
959	Locus_959	0.0088018	-2.0516	0.9848	-0.00094864	0.0081157
960	Locus_960	0.0088018	-2.0516	0.9848	-0.0031015	0.0080999
961	Locus_961	0.0090018	-2.0417	0.98432	-0.0041366	0.0080867
962	Locus_962	0.011402	-1.938	0.96541	0.0013386	0.0081535
963	Locus_963	0.0066013	-2.1775	0.98687	-0.0026507	0.0081001
964	Locus_964	0.0080016	-2.0933	0.98615	-0.00078636	0.0081319
965	Locus_965	0.0096019	-2.0135	0.98232	-0.002047	0.008114
966	Locus_966	0.0088018	-2.0516	0.9848	-0.0043934	0.0080938
967	Locus_967	0.0084017	-2.072	0.98559	-0.0022783	0.0081076
968	Locus_968	0.013603	-1.8604	0.91352	0.0080322	0.0082195
969	Locus_969	0.0092018	-2.0321	0.98375	0.0047993	0.0081993
970	Locus_970	0.0080016	-2.0933	0.98615	-0.0047223	0.0080864
971	Locus_971	0.014403	-1.8353	0.89549	0.012324	0.00832
972	Locus_972	0.0082016	-2.0825	0.98589	0.00041654	0.0081246
973	Locus_973	0.011602	-1.9304	0.96165	-0.00098945	0.0081185
974	Locus_974	0.0088018	-2.0516	0.9848	-0.0018642	0.0081145
975	Locus_975	0.010802	-1.9618	0.97379	-0.0036571	0.0081004
976	Locus_976	0.009802	-2.0044	0.98143	-0.0035632	0.0080976
977	Locus_977	0.0078016	-2.1044	0.98634	-0.0003621	0.0081138
978	Locus_978	0.019804	-1.6946	0.81074	0.020122	0.0085331
979	Locus_979	0.0072014	-2.1394	0.98673	-0.0040483	0.0080913
980	Locus_980	0.014203	-1.8414	0.89944	0.00458	0.0082279
981	Locus_981	0.019604	-1.6991	0.81902	0.020204	0.0084754
982	Locus_982	0.0092018	-2.0321	0.98375	-0.0024285	0.0081054
983	Locus_983	0.0090018	-2.0417	0.98432	-0.0010448	0.008117
984	Locus_984	0.014203	-1.8414	0.89944	0.012212	0.0083525
985	Locus_985	0.0088018	-2.0516	0.9848	-0.00038609	0.0081237
986	Locus_986	0.0088018	-2.0516	0.9848	-0.0045357	0.0080873
987	Locus_987	0.011402	-1.938	0.96541	-0.0022513	0.0081214
988	Locus_988	0.0090018	-2.0417	0.98432	0.00034567	0.0081349
989	Locus_989	0.0090018	-2.0417	0.98432	-0.0048405	0.0080847
990	Locus_990	0.0090018	-2.0417	0.98432	-0.0023867	0.008108
991	Locus_991	0.010202	-1.9869	0.97909	1.77E-05	0.0081232
992	Locus_992	0.0078016	-2.1044	0.98634	-0.00024159	0.0081197
993	Locus_993	0.011202	-1.9458	0.96841	0.0045764	0.0082359
994	Locus_994	0.010002	-1.9955	0.98046	0.0045192	0.0081852
995	Locus_995	0.0054011	-2.2652	0.98698	-0.00094636	0.0081046
996	Locus_996	0.0094019	-2.0227	0.98313	-0.0022401	0.0081133
997	Locus_997	0.0088018	-2.0516	0.9848	-0.0025216	0.0081022
998	Locus_998	0.0074015	-2.1275	0.98663	-0.0018798	0.0081036
999	Locus_999	0.011802	-1.9229	0.95756	-0.0018023	0.0081145
1000	Locus_1000	0.0096019	-2.0135	0.98232	-0.0029165	0.0080972
1001	Locus_1001	0.0076015	-2.1158	0.9865	0.00053366	0.0081239
1002	Locus_1002	0.010802	-1.9618	0.97379	-0.0044497	0.0081049
1003	Locus_1003	0.0076015	-2.1158	0.9865	-0.00098729	0.0081201
1004	Locus_1004	0.0094019	-2.0227	0.98313	-0.00042867	0.0081407
1005	Locus_1005	0.010602	-1.97	0.97573	-0.0016373	0.0081099
1006	Locus_1006	0.0078016	-2.1044	0.98634	-0.0018737	0.0081088
1007	Locus_1007	0.0070014	-2.1518	0.98678	-0.0028897	0.008098
1008	Locus_1008	0.0072014	-2.1394	0.98673	-0.0016854	0.008106
1009	Locus_1009	0.0094019	-2.0227	0.98313	-0.0024236	0.0081019
1010	Locus_1010	0.0088018	-2.0516	0.9848	0.0031289	0.0081642
1011	Locus_1011	0.011202	-1.9458	0.96841	-0.0024756	0.0081189
1012	Locus_1012	0.0094019	-2.0227	0.98313	-0.0026389	0.0081152
1013	Locus_1013	0.011202	-1.9458	0.96841	-0.0047279	0.0080961
1014	Locus_1014	0.010002	-1.9955	0.98046	-0.0050838	0.0080914
1015	Locus_1015	0.0078016	-2.1044	0.98634	-0.0027213	0.0080993
1016	Locus_1016	0.011602	-1.9304	0.96165	-0.0046916	0.0080891
1017	Locus_1017	0.010202	-1.9869	0.97909	-0.0036068	0.0080975
1018	Locus_1018	0.0080016	-2.0933	0.98615	-0.0015386	0.0081083
1019	Locus_1019	0.0086017	-2.0617	0.98524	-0.0022722	0.0080986
1020	Locus_1020	0.010202	-1.9869	0.97909	-0.0017837	0.0081088
1021	Locus_1021	0.013603	-1.8604	0.91352	0.0081404	0.0082799
1022	Locus_1022	0.0074015	-2.1275	0.98663	-0.0016041	0.0081079
1023	Locus_1023	0.0076015	-2.1158	0.9865	-0.0037958	0.0080914
1024	Locus_1024	0.010002	-1.9955	0.98046	-0.004381	0.0080975
1025	Locus_1025	0.0092018	-2.0321	0.98375	8.11E-05	0.008123
1026	Locus_1026	0.0088018	-2.0516	0.9848	-0.0024407	0.0081115
1027	Locus_1027	0.0082016	-2.0825	0.98589	-0.0029321	0.0081114
1028	Locus_1028	0.0082016	-2.0825	0.98589	0.0016843	0.0081468
1029	Locus_1029	0.010002	-1.9955	0.98046	-0.00032138	0.0081394
1030	Locus_1030	0.009802	-2.0044	0.98143	-0.003482	0.008109
1031	Locus_1031	0.0094019	-2.0227	0.98313	-0.00010944	0.0081466
1032	Locus_1032	0.010602	-1.97	0.97573	-0.001523	0.008114
1033	Locus_1033	0.0080016	-2.0933	0.98615	-0.001973	0.0080987
1034	Locus_1034	0.011402	-1.938	0.96541	0.00034924	0.0081678
1035	Locus_1035	0.0078016	-2.1044	0.98634	-0.0016723	0.0081164
1036	Locus_1036	0.0082016	-2.0825	0.98589	-0.0032778	0.0081009
1037	Locus_1037	0.010402	-1.9783	0.97742	-0.0024076	0.0081063
1038	Locus_1038	0.0094019	-2.0227	0.98313	0.00073589	0.0081436
1039	Locus_1039	0.0090018	-2.0417	0.98432	-0.0022289	0.0081121
1040	Locus_1040	0.0072014	-2.1394	0.98673	-0.0018432	0.008108
1041	Locus_1041	0.0092018	-2.0321	0.98375	-0.0030881	0.0081072
1042	Locus_1042	0.0094019	-2.0227	0.98313	0.0040971	0.0081672
1043	Locus_1043	0.010402	-1.9783	0.97742	-0.0060143	0.008085
1044	Locus_1044	0.0072014	-2.1394	0.98673	-0.0028308	0.0080978
1045	Locus_1045	0.0096019	-2.0135	0.98232	-0.0025253	0.0081137
1046	Locus_1046	0.0084017	-2.072	0.98559	-0.0013675	0.0081086
1047	Locus_1047	0.009802	-2.0044	0.98143	-0.0066273	0.008078
1048	Locus_1048	0.0084017	-2.072	0.98559	0.0003533	0.0081458
1049	Locus_1049	0.0074015	-2.1275	0.98663	0.001745	0.0081488
1050	Locus_1050	0.010602	-1.97	0.97573	0.0025203	0.0081639
1051	Locus_1051	0.0094019	-2.0227	0.98313	0.0010457	0.0081343
1052	Locus_1052	0.0092018	-2.0321	0.98375	-0.0023229	0.0081138
1053	Locus_1053	0.010202	-1.9869	0.97909	-0.001272	0.0081384
1054	Locus_1054	0.011002	-1.9537	0.97113	-0.0027839	0.0081123
1055	Locus_1055	0.0094019	-2.0227	0.98313	0.00046607	0.0081274
1056	Locus_1056	0.010002	-1.9955	0.98046	-0.0053066	0.0080785
1057	Locus_1057	0.011802	-1.9229	0.95756	-0.0038404	0.0081088
1058	Locus_1058	0.010002	-1.9955	0.98046	-0.0018192	0.0081126
1059	Locus_1059	0.010202	-1.9869	0.97909	-0.0044525	0.0080915
1060	Locus_1060	0.009802	-2.0044	0.98143	-0.007272	0.0080841
1061	Locus_1061	0.010002	-1.9955	0.98046	-0.0047784	0.0080963
1062	Locus_1062	0.0086017	-2.0617	0.98524	0.00073485	0.0081428
1063	Locus_1063	0.010802	-1.9618	0.97379	-0.0056877	0.0080878
1064	Locus_1064	0.0080016	-2.0933	0.98615	-0.0041004	0.0080901
1065	Locus_1065	0.011202	-1.9458	0.96841	0.002471	0.0081645
1066	Locus_1066	0.0080016	-2.0933	0.98615	-0.001903	0.0081007
1067	Locus_1067	0.0084017	-2.072	0.98559	-0.00068844	0.0081236
1068	Locus_1068	0.010002	-1.9955	0.98046	-0.0053749	0.0080862
1069	Locus_1069	0.0064013	-2.1909	0.98691	-0.00079394	0.008107
1070	Locus_1070	0.0096019	-2.0135	0.98232	-0.0033321	0.0081103
1071	Locus_1071	0.0082016	-2.0825	0.98589	-0.0040424	0.0080979
1072	Locus_1072	0.011802	-1.9229	0.95756	0.0044322	0.008179
1073	Locus_1073	0.0096019	-2.0135	0.98232	-0.0064992	0.0080747
1074	Locus_1074	0.010402	-1.9783	0.97742	0.00030202	0.0081295
1075	Locus_1075	0.0080016	-2.0933	0.98615	-0.0046573	0.008087
1076	Locus_1076	0.0086017	-2.0617	0.98524	-0.00062364	0.0081197
1077	Locus_1077	0.70474	0.37783	0.08254	1.3132	0.040132
1078	Locus_1078	0.0090018	-2.0417	0.98432	6.62E-05	0.0081468
1079	Locus_1079	0.0092018	-2.0321	0.98375	-0.0037917	0.008092
1080	Locus_1080	0.012603	-1.894	0.9404	0.0084465	0.0082739
1081	Locus_1081	0.010202	-1.9869	0.97909	-0.0051912	0.0080883
1082	Locus_1082	0.0074015	-2.1275	0.98663	-0.0010079	0.0081157
1083	Locus_1083	0.010002	-1.9955	0.98046	-0.0018625	0.0081354
1084	Locus_1084	0.0082016	-2.0825	0.98589	-0.0020564	0.008119
1085	Locus_1085	0.0090018	-2.0417	0.98432	0.00014367	0.0081327
1086	Locus_1086	0.0082016	-2.0825	0.98589	6.22E-05	0.0081229
1087	Locus_1087	0.0090018	-2.0417	0.98432	6.51E-05	0.0081103
1088	Locus_1088	0.010202	-1.9869	0.97909	-0.0024623	0.0081106
1089	Locus_1089	0.0080016	-2.0933	0.98615	0.0022789	0.0081355
1090	Locus_1090	0.0078016	-2.1044	0.98634	-0.00067944	0.0081206
1091	Locus_1091	0.0090018	-2.0417	0.98432	-0.0025445	0.0080978
1092	Locus_1092	0.010002	-1.9955	0.98046	0.0017561	0.0081591
1093	Locus_1093	0.0094019	-2.0227	0.98313	-0.0030204	0.0080952
1094	Locus_1094	0.010002	-1.9955	0.98046	-0.0019423	0.0081104
1095	Locus_1095	0.010202	-1.9869	0.97909	0.0013943	0.0081595
1096	Locus_1096	0.0090018	-2.0417	0.98432	-0.0031578	0.0081021
1097	Locus_1097	0.0084017	-2.072	0.98559	0.0028817	0.0081505
1098	Locus_1098	0.009802	-2.0044	0.98143	-0.0029473	0.0081114
1099	Locus_1099	0.0086017	-2.0617	0.98524	0.00032814	0.0081288
1100	Locus_1100	0.0094019	-2.0227	0.98313	0.00019469	0.008123
1101	Locus_1101	0.0078016	-2.1044	0.98634	-0.0025595	0.0081242
1102	Locus_1102	0.010002	-1.9955	0.98046	-0.0034411	0.0081075
1103	Locus_1103	0.0086017	-2.0617	0.98524	-0.0026464	0.0081026
1104	Locus_1104	0.0086017	-2.0617	0.98524	0.0010494	0.0081311
1105	Locus_1105	0.012603	-1.894	0.9404	0.0019354	0.0081901
1106	Locus_1106	0.0088018	-2.0516	0.9848	-0.00052626	0.008124
1107	Locus_1107	0.0094019	-2.0227	0.98313	-0.0041622	0.0080982
1108	Locus_1108	0.013403	-1.8669	0.91884	-0.0068573	0.0080961
1109	Locus_1109	0.0084017	-2.072	0.98559	-0.0045646	0.0080959
1110	Locus_1110	0.010002	-1.9955	0.98046	0.00071995	0.0081592
1111	Locus_1111	0.0090018	-2.0417	0.98432	-0.0035009	0.0081029
1112	Locus_1112	0.0096019	-2.0135	0.98232	-0.0026362	0.0081055
1113	Locus_1113	0.010402	-1.9783	0.97742	-0.0016787	0.008116
1114	Locus_1114	0.010802	-1.9618	0.97379	0.0023846	0.0081684
1115	Locus_1115	0.0074015	-2.1275	0.98663	-0.00049875	0.0081364
1116	Locus_1116	0.011602	-1.9304	0.96165	0.0076043	0.0082478
1117	Locus_1117	0.0084017	-2.072	0.98559	0.0023962	0.0081829
1118	Locus_1118	0.0084017	-2.072	0.98559	-0.0026702	0.0081044
1119	Locus_1119	0.009802	-2.0044	0.98143	0.0037458	0.0081865
1120	Locus_1120	0.011002	-1.9537	0.97113	-0.002569	0.0081151
1121	Locus_1121	0.010202	-1.9869	0.97909	-0.0031286	0.0081081
1122	Locus_1122	0.0094019	-2.0227	0.98313	-0.0017034	0.0081256
1123	Locus_1123	0.010202	-1.9869	0.97909	0.002206	0.0081653
1124	Locus_1124	0.011402	-1.938	0.96541	0.0047695	0.0082258
1125	Locus_1125	0.0086017	-2.0617	0.98524	-0.00044086	0.0081188
1126	Locus_1126	0.010402	-1.9783	0.97742	0.0045218	0.0082107
1127	Locus_1127	0.013003	-1.8803	0.93037	-0.0043855	0.0081076
1128	Locus_1128	0.012002	-1.9155	0.95318	0.0018582	0.0081897
1129	Locus_1129	0.0088018	-2.0516	0.9848	0.0019535	0.0081693
1130	Locus_1130	0.022204	-1.6438	0.78302	0.0206	0.008569
1131	Locus_1131	0.010202	-1.9869	0.97909	0.0013712	0.0081503
1132	Locus_1132	0.0094019	-2.0227	0.98313	-0.0053177	0.0080894
1133	Locus_1133	0.014003	-1.8477	0.90501	0.0075311	0.0082468
1134	Locus_1134	0.0090018	-2.0417	0.98432	-0.0016319	0.0081129
1135	Locus_1135	0.014803	-1.8232	0.89053	0.0085532	0.0082482
1136	Locus_1136	0.0088018	-2.0516	0.9848	-0.0025334	0.0081055
1137	Locus_1137	0.010002	-1.9955	0.98046	-0.0025868	0.0081243
1138	Locus_1138	0.010402	-1.9783	0.97742	0.0047249	0.0081816
1139	Locus_1139	0.0086017	-2.0617	0.98524	-0.0035202	0.0081003
1140	Locus_1140	0.009802	-2.0044	0.98143	6.54E-05	0.0081348
1141	Locus_1141	0.0092018	-2.0321	0.98375	-0.0052274	0.0080849
1142	Locus_1142	0.0086017	-2.0617	0.98524	-0.00041239	0.0081163
1143	Locus_1143	0.012603	-1.894	0.9404	0.0014018	0.0081807
1144	Locus_1144	0.0096019	-2.0135	0.98232	-0.00072056	0.008123
1145	Locus_1145	0.0068014	-2.1644	0.98682	-0.0014047	0.0081064
1146	Locus_1146	0.0078016	-2.1044	0.98634	-0.0029993	0.0081006
1147	Locus_1147	0.012402	-1.9011	0.94402	0.004022	0.0082011
1148	Locus_1148	0.0090018	-2.0417	0.98432	0.00011403	0.0081341
1149	Locus_1149	0.010002	-1.9955	0.98046	-0.002559	0.0081063
1150	Locus_1150	0.0080016	-2.0933	0.98615	0.0015973	0.0081381
1151	Locus_1151	0.009802	-2.0044	0.98143	-0.0009955	0.0081284
1152	Locus_1152	0.0086017	-2.0617	0.98524	-0.0028202	0.0080983
1153	Locus_1153	0.0086017	-2.0617	0.98524	0.0014349	0.0081523
1154	Locus_1154	0.0070014	-2.1518	0.98678	1.27E-05	0.0081199
1155	Locus_1155	0.0096019	-2.0135	0.98232	-0.0012775	0.0081104
1156	Locus_1156	0.0074015	-2.1275	0.98663	-0.00067436	0.0081186
1157	Locus_1157	0.0088018	-2.0516	0.9848	-0.003843	0.0080932
1158	Locus_1158	0.0094019	-2.0227	0.98313	0.0001446	0.0081305
1159	Locus_1159	0.0090018	-2.0417	0.98432	-0.0046169	0.0080836
1160	Locus_1160	0.0088018	-2.0516	0.9848	0.0025583	0.0081507
1161	Locus_1161	0.014003	-1.8477	0.90501	0.0089536	0.0082746
1162	Locus_1162	0.0072014	-2.1394	0.98673	-0.0018866	0.0081145
1163	Locus_1163	0.0070014	-2.1518	0.98678	-0.0045096	0.008083
1164	Locus_1164	0.009802	-2.0044	0.98143	0.00097261	0.0081676
1165	Locus_1165	0.0084017	-2.072	0.98559	-0.0040999	0.0080898
1166	Locus_1166	0.0082016	-2.0825	0.98589	-0.0019838	0.0081097
1167	Locus_1167	0.011602	-1.9304	0.96165	-0.0087213	0.0080672
1168	Locus_1168	0.011402	-1.938	0.96541	0.0038711	0.0081817
1169	Locus_1169	0.0072014	-2.1394	0.98673	-0.0029331	0.0080964
1170	Locus_1170	0.010402	-1.9783	0.97742	0.00051849	0.0081571
1171	Locus_1171	0.011802	-1.9229	0.95756	-0.0028731	0.008104
1172	Locus_1172	0.0086017	-2.0617	0.98524	-0.00027398	0.008116
1173	Locus_1173	0.010802	-1.9618	0.97379	0.00040954	0.0081448
1174	Locus_1174	0.0080016	-2.0933	0.98615	-0.0006949	0.0081382
1175	Locus_1175	0.0086017	-2.0617	0.98524	-0.0016277	0.008117
